Targets,Scenarios,Type of investment,Investment category,Year,Amount
Target G3,Scenario 2,Input costs,Individual farmer costs,Year 10,2377.47
Target G3,Scenario 2,Total individual costs to farmer,Individual farmer costs,BAU,0
Target G3,Scenario 2,Total individual costs to farmer,Individual farmer costs,Year 1,3617.54
Target G3,Scenario 2,Total individual costs to farmer,Individual farmer costs,Year 2,3675.52
Target G3,Scenario 2,Total individual costs to farmer,Individual farmer costs,Year 3,3704.51
Target G3,Scenario 2,Total individual costs to farmer,Individual farmer costs,Year 4,3721.53
Target G3,Scenario 2,Total individual costs to farmer,Individual farmer costs,Year 5,3704.51
Target G3,Scenario 2,Total individual costs to farmer,Individual farmer costs,Year 6,3704.51
Target G3,Scenario 2,Total individual costs to farmer,Individual farmer costs,Year 7,3740.99
Target G3,Scenario 2,Total individual costs to farmer,Individual farmer costs,Year 8,3704.51
Target G3,Scenario 2,Total individual costs to farmer,Individual farmer costs,Year 9,3704.51
Target G3,Scenario 2,Total individual costs to farmer,Individual farmer costs,Year 10,3704.51
Target G3,Scenario 3,Costs of establishing and/or maintain nurseries,Institutional costs,BAU,0
Target G3,Scenario 3,Costs of establishing and/or maintain nurseries,Institutional costs,Year 1,81119.27
Target G3,Scenario 3,Costs of establishing and/or maintain nurseries,Institutional costs,Year 2,4689.9
Target G3,Scenario 3,Costs of establishing and/or maintain nurseries,Institutional costs,Year 3,4689.9
Target G3,Scenario 3,Costs of establishing and/or maintain nurseries,Institutional costs,Year 4,4689.9
Target G3,Scenario 3,Costs of establishing and/or maintain nurseries,Institutional costs,Year 5,4689.9
Target G3,Scenario 3,Costs of establishing and/or maintain nurseries,Institutional costs,Year 6,4689.9
Target G3,Scenario 3,Costs of establishing and/or maintain nurseries,Institutional costs,Year 7,4689.9
Target G3,Scenario 3,Costs of establishing and/or maintain nurseries,Institutional costs,Year 8,4689.9
Target G3,Scenario 3,Costs of establishing and/or maintain nurseries,Institutional costs,Year 9,4689.9
Target G3,Scenario 3,Costs of establishing and/or maintain nurseries,Institutional costs,Year 10,4689.9
Target G3,Scenario 3,Costs for training and capacity building,Institutional costs,BAU,0
Target G3,Scenario 3,Costs for training and capacity building,Institutional costs,Year 1,41005.36
Target G3,Scenario 3,Costs for training and capacity building,Institutional costs,Year 2,20502.68
Target G3,Scenario 3,Costs for training and capacity building,Institutional costs,Year 3,20502.68
Target G3,Scenario 3,Costs for training and capacity building,Institutional costs,Year 4,8201.07
Target G3,Scenario 3,Costs for training and capacity building,Institutional costs,Year 5,8201.07
Target G3,Scenario 3,Costs for training and capacity building,Institutional costs,Year 6,8201.07
Target G3,Scenario 3,Costs for training and capacity building,Institutional costs,Year 7,8201.07
Target G3,Scenario 3,Costs for training and capacity building,Institutional costs,Year 8,8201.07
Target G3,Scenario 3,Costs for training and capacity building,Institutional costs,Year 9,8201.07
Target G3,Scenario 3,Costs for training and capacity building,Institutional costs,Year 10,8201.07
Target G3,Scenario 3,Total institutional costs,Institutional costs,BAU,0
Target G3,Scenario 3,Total institutional costs,Institutional costs,Year 1,122124.63
Target G3,Scenario 3,Total institutional costs,Institutional costs,Year 2,25192.58
Target G3,Scenario 3,Total institutional costs,Institutional costs,Year 3,25192.58
Target G3,Scenario 3,Total institutional costs,Institutional costs,Year 4,12890.97
Target G3,Scenario 3,Total institutional costs,Institutional costs,Year 5,12890.97
Target G3,Scenario 3,Total institutional costs,Institutional costs,Year 6,12890.97
Target G3,Scenario 3,Total institutional costs,Institutional costs,Year 7,12890.97
Target G3,Scenario 3,Total institutional costs,Institutional costs,Year 8,12890.97
Target G3,Scenario 3,Total institutional costs,Institutional costs,Year 9,12890.97
Target G3,Scenario 3,Total institutional costs,Institutional costs,Year 10,12890.97
Target G3,Scenario 3,Labor costs,Individual farmer costs,BAU,0
Target G3,Scenario 3,Labor costs,Individual farmer costs,Year 1,1279.58
Target G3,Scenario 3,Labor costs,Individual farmer costs,Year 2,1279.58
Target G3,Scenario 3,Labor costs,Individual farmer costs,Year 3,1360.11
Target G3,Scenario 3,Labor costs,Individual farmer costs,Year 4,1360.11
Target G3,Scenario 3,Labor costs,Individual farmer costs,Year 5,1360.11
Target G3,Scenario 3,Labor costs,Individual farmer costs,Year 6,1360.11
Target G3,Scenario 3,Labor costs,Individual farmer costs,Year 7,1360.11
Target G3,Scenario 3,Labor costs,Individual farmer costs,Year 8,1360.11
Target G3,Scenario 3,Labor costs,Individual farmer costs,Year 9,1360.11
Target G3,Scenario 3,Labor costs,Individual farmer costs,Year 10,1360.11
Target G3,Scenario 3,Input costs,Individual farmer costs,BAU,0
Target G3,Scenario 3,Input costs,Individual farmer costs,Year 1,2506.47
Target G3,Scenario 3,Input costs,Individual farmer costs,Year 2,2506.47
Target G3,Scenario 3,Input costs,Individual farmer costs,Year 3,2506.47
Target G3,Scenario 3,Input costs,Individual farmer costs,Year 4,2506.47
Target G3,Scenario 3,Input costs,Individual farmer costs,Year 5,2506.47
Target G3,Scenario 3,Input costs,Individual farmer costs,Year 6,2506.47
Target G3,Scenario 3,Input costs,Individual farmer costs,Year 7,2506.47
Target G3,Scenario 3,Input costs,Individual farmer costs,Year 8,2506.47
Target G3,Scenario 3,Input costs,Individual farmer costs,Year 9,2506.47
Target G3,Scenario 3,Input costs,Individual farmer costs,Year 10,2506.47
Target G3,Scenario 3,Total individual costs to farmer,Individual farmer costs,BAU,0
Target G3,Scenario 3,Total individual costs to farmer,Individual farmer costs,Year 1,3786.05
Target G3,Scenario 3,Total individual costs to farmer,Individual farmer costs,Year 2,3786.05
Target G3,Scenario 3,Total individual costs to farmer,Individual farmer costs,Year 3,3866.58
Target G3,Scenario 3,Total individual costs to farmer,Individual farmer costs,Year 4,3866.58
Target G3,Scenario 3,Total individual costs to farmer,Individual farmer costs,Year 5,3866.58
Target G3,Scenario 3,Total individual costs to farmer,Individual farmer costs,Year 6,3866.58
Target G3,Scenario 3,Total individual costs to farmer,Individual farmer costs,Year 7,3866.58
Target G3,Scenario 3,Total individual costs to farmer,Individual farmer costs,Year 8,3866.58
Target G3,Scenario 3,Total individual costs to farmer,Individual farmer costs,Year 9,3866.58
Target G3,Scenario 3,Total individual costs to farmer,Individual farmer costs,Year 10,3866.58
Target G3,Average (Scen2 & Scen3),Costs of establishing and/or maintain nurseries     ,Institutional costs,BAU,0
Target G3,Average (Scen2 & Scen3),Costs of establishing and/or maintain nurseries     ,Institutional costs,Year 1,76753
Target G3,Average (Scen2 & Scen3),Costs of establishing and/or maintain nurseries     ,Institutional costs,Year 2,3908.25
Target G3,Average (Scen2 & Scen3),Costs of establishing and/or maintain nurseries     ,Institutional costs,Year 3,3908.25
Target G3,Average (Scen2 & Scen3),Costs of establishing and/or maintain nurseries     ,Institutional costs,Year 4,3908.25
Target G3,Average (Scen2 & Scen3),Costs of establishing and/or maintain nurseries     ,Institutional costs,Year 5,3908.25
Target G3,Average (Scen2 & Scen3),Costs of establishing and/or maintain nurseries     ,Institutional costs,Year 6,3908.25
Target G3,Average (Scen2 & Scen3),Costs of establishing and/or maintain nurseries     ,Institutional costs,Year 7,3908.25
Target G3,Average (Scen2 & Scen3),Costs of establishing and/or maintain nurseries     ,Institutional costs,Year 8,3908.25
Target G3,Average (Scen2 & Scen3),Costs of establishing and/or maintain nurseries     ,Institutional costs,Year 9,3908.25
Target G3,Average (Scen2 & Scen3),Costs of establishing and/or maintain nurseries     ,Institutional costs,Year 10,3908.25
Target G3,Average (Scen2 & Scen3),Costs for training and capacity building,Institutional costs,BAU,0
Target G3,Average (Scen2 & Scen3),Costs for training and capacity building,Institutional costs,Year 1,35106.37
Target G3,Average (Scen2 & Scen3),Costs for training and capacity building,Institutional costs,Year 2,16092.82
Target G3,Average (Scen2 & Scen3),Costs for training and capacity building,Institutional costs,Year 3,16092.82
Target G3,Average (Scen2 & Scen3),Costs for training and capacity building,Institutional costs,Year 4,7021.27
Target G3,Average (Scen2 & Scen3),Costs for training and capacity building,Institutional costs,Year 5,7021.27
Target G3,Average (Scen2 & Scen3),Costs for training and capacity building,Institutional costs,Year 6,7021.27
Target G3,Average (Scen2 & Scen3),Costs for training and capacity building,Institutional costs,Year 7,7021.27
Target G3,Average (Scen2 & Scen3),Costs for training and capacity building,Institutional costs,Year 8,7021.27
Target G3,Average (Scen2 & Scen3),Costs for training and capacity building,Institutional costs,Year 9,7021.27
Target G3,Average (Scen2 & Scen3),Costs for training and capacity building,Institutional costs,Year 10,7021.27
Target G3,Average (Scen2 & Scen3),Total institutional costs,Institutional costs,BAU,0
Target G3,Average (Scen2 & Scen3),Total institutional costs,Institutional costs,Year 1,111859.37
Target G3,Average (Scen2 & Scen3),Total institutional costs,Institutional costs,Year 2,20001.06
Target G3,Average (Scen2 & Scen3),Total institutional costs,Institutional costs,Year 3,20001.06
Target G3,Average (Scen2 & Scen3),Total institutional costs,Institutional costs,Year 4,10929.52
Target G3,Average (Scen2 & Scen3),Total institutional costs,Institutional costs,Year 5,10929.52
Target G3,Average (Scen2 & Scen3),Total institutional costs,Institutional costs,Year 6,10929.52
Target G3,Average (Scen2 & Scen3),Total institutional costs,Institutional costs,Year 7,10929.52
Target G3,Average (Scen2 & Scen3),Total institutional costs,Institutional costs,Year 8,10929.52
Target G3,Average (Scen2 & Scen3),Total institutional costs,Institutional costs,Year 9,10929.52
Target G3,Average (Scen2 & Scen3),Total institutional costs,Institutional costs,Year 10,10929.52
Target G3,Average (Scen2 & Scen3),Labor costs,Individual farmer costs,BAU,0
Target G3,Average (Scen2 & Scen3),Labor costs,Individual farmer costs,Year 1,1259.83
Target G3,Average (Scen2 & Scen3),Labor costs,Individual farmer costs,Year 2,1288.82
Target G3,Average (Scen2 & Scen3),Labor costs,Individual farmer costs,Year 3,1343.58
Target G3,Average (Scen2 & Scen3),Labor costs,Individual farmer costs,Year 4,1352.09
Target G3,Average (Scen2 & Scen3),Labor costs,Individual farmer costs,Year 5,1343.58
Target G3,Average (Scen2 & Scen3),Labor costs,Individual farmer costs,Year 6,1343.58
Target G3,Average (Scen2 & Scen3),Labor costs,Individual farmer costs,Year 7,1361.81
Target G3,Average (Scen2 & Scen3),Labor costs,Individual farmer costs,Year 8,1343.58
Target G3,Average (Scen2 & Scen3),Labor costs,Individual farmer costs,Year 9,1343.58
Target G3,Average (Scen2 & Scen3),Labor costs,Individual farmer costs,Year 10,1343.58
Target G3,Average (Scen2 & Scen3),Input costs,Individual farmer costs,BAU,0
Target G3,Average (Scen2 & Scen3),Input costs,Individual farmer costs,Year 1,2441.97
Target G3,Average (Scen2 & Scen3),Input costs,Individual farmer costs,Year 2,2441.97
Target G3,Average (Scen2 & Scen3),Input costs,Individual farmer costs,Year 3,2441.97
Target G3,Average (Scen2 & Scen3),Input costs,Individual farmer costs,Year 4,2441.97
Target G3,Average (Scen2 & Scen3),Input costs,Individual farmer costs,Year 5,2441.97
Target G3,Average (Scen2 & Scen3),Input costs,Individual farmer costs,Year 6,2441.97
Target G3,Average (Scen2 & Scen3),Input costs,Individual farmer costs,Year 7,2441.97
Target G3,Average (Scen2 & Scen3),Input costs,Individual farmer costs,Year 8,2441.97
Target G3,Average (Scen2 & Scen3),Input costs,Individual farmer costs,Year 9,2441.97
Target G3,Average (Scen2 & Scen3),Input costs,Individual farmer costs,Year 10,2441.97
Target G3,Average (Scen2 & Scen3),Total individual costs to farmer,Individual farmer costs,BAU,0
Target G3,Average (Scen2 & Scen3),Total individual costs to farmer,Individual farmer costs,Year 1,3701.8
Target G3,Average (Scen2 & Scen3),Total individual costs to farmer,Individual farmer costs,Year 2,3730.79
Target G3,Average (Scen2 & Scen3),Total individual costs to farmer,Individual farmer costs,Year 3,3785.54
Target G3,Average (Scen2 & Scen3),Total individual costs to farmer,Individual farmer costs,Year 4,3794.05
Target G3,Average (Scen2 & Scen3),Total individual costs to farmer,Individual farmer costs,Year 5,3785.54
Target G3,Average (Scen2 & Scen3),Total individual costs to farmer,Individual farmer costs,Year 6,3785.54
Target G3,Average (Scen2 & Scen3),Total individual costs to farmer,Individual farmer costs,Year 7,3803.78
Target G3,Average (Scen2 & Scen3),Total individual costs to farmer,Individual farmer costs,Year 8,3785.54
Target G3,Average (Scen2 & Scen3),Total individual costs to farmer,Individual farmer costs,Year 9,3785.54
Target G3,Average (Scen2 & Scen3),Total individual costs to farmer,Individual farmer costs,Year 10,3785.54
Target G3,Scenario 2,Incremental labor costs,Individual farmer costs,BAU,0
Target G3,Scenario 2,Incremental labor costs,Individual farmer costs,Year 1,181.26
Target G3,Scenario 2,Incremental labor costs,Individual farmer costs,Year 2,239.24
Target G3,Scenario 2,Incremental labor costs,Individual farmer costs,Year 3,268.23
Target G3,Scenario 2,Incremental labor costs,Individual farmer costs,Year 4,285.25
Target G3,Scenario 2,Incremental labor costs,Individual farmer costs,Year 5,268.23
Target G3,Scenario 2,Incremental labor costs,Individual farmer costs,Year 6,268.23
Target G3,Scenario 2,Incremental labor costs,Individual farmer costs,Year 7,304.7
Target G3,Scenario 2,Incremental labor costs,Individual farmer costs,Year 8,268.23
Target G3,Scenario 2,Incremental labor costs,Individual farmer costs,Year 9,268.23
Target G3,Scenario 2,Incremental labor costs,Individual farmer costs,Year 10,268.23
Target G3,Scenario 2,Incremental input costs,Individual farmer costs,BAU,0
Target G3,Scenario 2,Incremental input costs,Individual farmer costs,Year 1,132.98
Target G3,Scenario 2,Incremental input costs,Individual farmer costs,Year 2,132.98
Target G3,Scenario 2,Incremental input costs,Individual farmer costs,Year 3,132.98
Target G3,Scenario 2,Incremental input costs,Individual farmer costs,Year 4,132.98
Target G3,Scenario 2,Incremental input costs,Individual farmer costs,Year 5,132.98
Target G3,Scenario 2,Incremental input costs,Individual farmer costs,Year 6,132.98
Target G3,Scenario 2,Incremental input costs,Individual farmer costs,Year 7,132.98
Target G3,Scenario 2,Incremental input costs,Individual farmer costs,Year 8,132.98
Target G3,Scenario 2,Incremental input costs,Individual farmer costs,Year 9,132.98
Target G3,Scenario 2,Incremental input costs,Individual farmer costs,Year 10,132.98
Target G3,Scenario 2,Incremental total individual costs to farmer,Individual farmer costs,BAU,0
Target G3,Scenario 2,Incremental total individual costs to farmer,Individual farmer costs,Year 1,314.24
Target G3,Scenario 2,Incremental total individual costs to farmer,Individual farmer costs,Year 2,372.22
Target G3,Scenario 2,Incremental total individual costs to farmer,Individual farmer costs,Year 3,401.21
Target G3,Scenario 2,Incremental total individual costs to farmer,Individual farmer costs,Year 4,418.23
Target G3,Scenario 2,Incremental total individual costs to farmer,Individual farmer costs,Year 5,401.21
Target G3,Scenario 2,Incremental total individual costs to farmer,Individual farmer costs,Year 6,401.21
Target G3,Scenario 2,Incremental total individual costs to farmer,Individual farmer costs,Year 7,437.68
Target G3,Scenario 2,Incremental total individual costs to farmer,Individual farmer costs,Year 8,401.21
Target G3,Scenario 2,Incremental total individual costs to farmer,Individual farmer costs,Year 9,401.21
Target G3,Scenario 2,Incremental total individual costs to farmer,Individual farmer costs,Year 10,401.21
Target G3,Scenario 3,Incremental labor costs,Individual farmer costs,BAU,0
Target G3,Scenario 3,Incremental labor costs,Individual farmer costs,Year 1,220.76
Target G3,Scenario 3,Incremental labor costs,Individual farmer costs,Year 2,220.76
Target G3,Scenario 3,Incremental labor costs,Individual farmer costs,Year 3,301.29
Target G3,Scenario 3,Incremental labor costs,Individual farmer costs,Year 4,301.29
Target G3,Scenario 3,Incremental labor costs,Individual farmer costs,Year 5,301.29
Target G3,Scenario 3,Incremental labor costs,Individual farmer costs,Year 6,301.29
Target G3,Scenario 3,Incremental labor costs,Individual farmer costs,Year 7,301.29
Target G3,Scenario 3,Incremental labor costs,Individual farmer costs,Year 8,301.29
Target G3,Scenario 3,Incremental labor costs,Individual farmer costs,Year 9,301.29
Target G3,Scenario 3,Incremental labor costs,Individual farmer costs,Year 10,301.29
Target G3,Scenario 3,Incremental input costs,Individual farmer costs,BAU,0
Target G3,Scenario 3,Incremental input costs,Individual farmer costs,Year 1,261.98
Target G3,Scenario 3,Incremental input costs,Individual farmer costs,Year 2,261.98
Target G3,Scenario 3,Incremental input costs,Individual farmer costs,Year 3,261.98
Target G3,Scenario 3,Incremental input costs,Individual farmer costs,Year 4,261.98
Target G3,Scenario 3,Incremental input costs,Individual farmer costs,Year 5,261.98
Target G3,Scenario 3,Incremental input costs,Individual farmer costs,Year 6,261.98
Target G3,Scenario 3,Incremental input costs,Individual farmer costs,Year 7,261.98
Target G3,Scenario 3,Incremental input costs,Individual farmer costs,Year 8,261.98
Target G3,Scenario 3,Incremental input costs,Individual farmer costs,Year 9,261.98
Target G3,Scenario 3,Incremental input costs,Individual farmer costs,Year 10,261.98
Target G3,Scenario 3,Incremental total individual costs to farmer,Individual farmer costs,BAU,0
Target G3,Scenario 3,Incremental total individual costs to farmer,Individual farmer costs,Year 1,482.75
Target G3,Scenario 3,Incremental total individual costs to farmer,Individual farmer costs,Year 2,482.75
Target G3,Scenario 3,Incremental total individual costs to farmer,Individual farmer costs,Year 3,563.27
Target G3,Scenario 3,Incremental total individual costs to farmer,Individual farmer costs,Year 4,563.27
Target G3,Scenario 3,Incremental total individual costs to farmer,Individual farmer costs,Year 5,563.27
Target G3,Scenario 3,Incremental total individual costs to farmer,Individual farmer costs,Year 6,563.27
Target G3,Scenario 3,Incremental total individual costs to farmer,Individual farmer costs,Year 7,563.27
Target G3,Scenario 3,Incremental total individual costs to farmer,Individual farmer costs,Year 8,563.27
Target G3,Scenario 3,Incremental total individual costs to farmer,Individual farmer costs,Year 9,563.27
Target G3,Scenario 3,Incremental total individual costs to farmer,Individual farmer costs,Year 10,563.27
Target G3,Average (Scen2 & Scen3),Incremental labor costs,Individual farmer costs,BAU,0
Target G3,Average (Scen2 & Scen3),Incremental labor costs,Individual farmer costs,Year 1,201.01
Target G3,Average (Scen2 & Scen3),Incremental labor costs,Individual farmer costs,Year 2,230
Target G3,Average (Scen2 & Scen3),Incremental labor costs,Individual farmer costs,Year 3,284.76
Target G3,Average (Scen2 & Scen3),Incremental labor costs,Individual farmer costs,Year 4,293.27
Target G3,Average (Scen2 & Scen3),Incremental labor costs,Individual farmer costs,Year 5,284.76
Target G3,Average (Scen2 & Scen3),Incremental labor costs,Individual farmer costs,Year 6,284.76
Target G3,Average (Scen2 & Scen3),Incremental labor costs,Individual farmer costs,Year 7,303
Target G3,Average (Scen2 & Scen3),Incremental labor costs,Individual farmer costs,Year 8,284.76
Target G3,Average (Scen2 & Scen3),Incremental labor costs,Individual farmer costs,Year 9,284.76
Target G3,Average (Scen2 & Scen3),Incremental labor costs,Individual farmer costs,Year 10,284.76
Target G3,Average (Scen2 & Scen3),Incremental input costs,Individual farmer costs,BAU,0
Target G3,Average (Scen2 & Scen3),Incremental input costs,Individual farmer costs,Year 1,197.48
Target G3,Average (Scen2 & Scen3),Incremental input costs,Individual farmer costs,Year 2,197.48
Target G3,Average (Scen2 & Scen3),Incremental input costs,Individual farmer costs,Year 3,197.48
Target G3,Average (Scen2 & Scen3),Incremental input costs,Individual farmer costs,Year 4,197.48
Target G3,Average (Scen2 & Scen3),Incremental input costs,Individual farmer costs,Year 5,197.48
Target G3,Average (Scen2 & Scen3),Incremental input costs,Individual farmer costs,Year 6,197.48
Target G3,Average (Scen2 & Scen3),Incremental input costs,Individual farmer costs,Year 7,197.48
Target G3,Average (Scen2 & Scen3),Incremental input costs,Individual farmer costs,Year 8,197.48
Target G3,Average (Scen2 & Scen3),Incremental input costs,Individual farmer costs,Year 9,197.48
Target G3,Average (Scen2 & Scen3),Incremental input costs,Individual farmer costs,Year 10,197.48
Target G3,Average (Scen2 & Scen3),Incremental total individual costs to farmer,Individual farmer costs,BAU,0
Target G3,Average (Scen2 & Scen3),Incremental total individual costs to farmer,Individual farmer costs,Year 1,398.49
Target G3,Average (Scen2 & Scen3),Incremental total individual costs to farmer,Individual farmer costs,Year 2,427.48
Target G3,Average (Scen2 & Scen3),Incremental total individual costs to farmer,Individual farmer costs,Year 3,482.24
Target G3,Average (Scen2 & Scen3),Incremental total individual costs to farmer,Individual farmer costs,Year 4,490.75
Target G3,Average (Scen2 & Scen3),Incremental total individual costs to farmer,Individual farmer costs,Year 5,482.24
Target G3,Average (Scen2 & Scen3),Incremental total individual costs to farmer,Individual farmer costs,Year 6,482.24
Target G3,Average (Scen2 & Scen3),Incremental total individual costs to farmer,Individual farmer costs,Year 7,500.48
Target G3,Average (Scen2 & Scen3),Incremental total individual costs to farmer,Individual farmer costs,Year 8,482.24
Target G3,Average (Scen2 & Scen3),Incremental total individual costs to farmer,Individual farmer costs,Year 9,482.24
Target G3,Average (Scen2 & Scen3),Incremental total individual costs to farmer,Individual farmer costs,Year 10,482.24
Target G3,Scenario 2,Labor costs percent increase,Individual farmer costs,BAU,0
Target G3,Scenario 2,Labor costs percent increase,Individual farmer costs,Year 1,17.1
Target G3,Scenario 2,Labor costs percent increase,Individual farmer costs,Year 2,22.6
Target G3,Scenario 2,Labor costs percent increase,Individual farmer costs,Year 3,25.3
Target G3,Scenario 2,Labor costs percent increase,Individual farmer costs,Year 4,26.9
Target G3,Scenario 2,Labor costs percent increase,Individual farmer costs,Year 5,25.3
Target G3,Scenario 2,Labor costs percent increase,Individual farmer costs,Year 6,25.3
Target G3,Scenario 2,Labor costs percent increase,Individual farmer costs,Year 7,28.8
Target G3,Scenario 2,Labor costs percent increase,Individual farmer costs,Year 8,25.3
Target G3,Scenario 2,Labor costs percent increase,Individual farmer costs,Year 9,25.3
Target G3,Scenario 2,Labor costs percent increase,Individual farmer costs,Year 10,25.3
Target G3,Scenario 2,Input costs percent increase,Individual farmer costs,BAU,0
Target G3,Scenario 2,Input costs percent increase,Individual farmer costs,Year 1,5.9
Target G3,Scenario 2,Input costs percent increase,Individual farmer costs,Year 2,5.9
Target G3,Scenario 2,Input costs percent increase,Individual farmer costs,Year 3,5.9
Target G3,Scenario 2,Input costs percent increase,Individual farmer costs,Year 4,5.9
Target G3,Scenario 2,Input costs percent increase,Individual farmer costs,Year 5,5.9
Target G3,Scenario 2,Input costs percent increase,Individual farmer costs,Year 6,5.9
Target G3,Scenario 2,Input costs percent increase,Individual farmer costs,Year 7,5.9
Target G3,Scenario 2,Input costs percent increase,Individual farmer costs,Year 8,5.9
Target G3,Scenario 2,Input costs percent increase,Individual farmer costs,Year 9,5.9
Target G3,Scenario 2,Input costs percent increase,Individual farmer costs,Year 10,5.9
Target G3,Scenario 2,total individual costs to farmer percent increase,Individual farmer costs,BAU,0
Target G3,Scenario 2,total individual costs to farmer percent increase,Individual farmer costs,Year 1,9.5
Target G3,Scenario 2,total individual costs to farmer percent increase,Individual farmer costs,Year 2,11.3
Target G3,Scenario 2,total individual costs to farmer percent increase,Individual farmer costs,Year 3,12.1
Target G3,Scenario 2,total individual costs to farmer percent increase,Individual farmer costs,Year 4,12.7
Target G3,Scenario 2,total individual costs to farmer percent increase,Individual farmer costs,Year 5,12.1
Target G3,Scenario 2,total individual costs to farmer percent increase,Individual farmer costs,Year 6,12.1
Target G3,Scenario 2,total individual costs to farmer percent increase,Individual farmer costs,Year 7,13.2
Target G3,Scenario 2,total individual costs to farmer percent increase,Individual farmer costs,Year 8,12.1
Target G3,Scenario 2,total individual costs to farmer percent increase,Individual farmer costs,Year 9,12.1
Target G3,Scenario 2,total individual costs to farmer percent increase,Individual farmer costs,Year 10,12.1
Target G3,Scenario 3,Labor costs percent increase,Individual farmer costs,BAU,0
Target G3,Scenario 3,Labor costs percent increase,Individual farmer costs,Year 1,20.9
Target G3,Scenario 3,Labor costs percent increase,Individual farmer costs,Year 2,20.9
Target G3,Scenario 3,Labor costs percent increase,Individual farmer costs,Year 3,28.5
Target G3,Scenario 3,Labor costs percent increase,Individual farmer costs,Year 4,28.5
Target G3,Scenario 3,Labor costs percent increase,Individual farmer costs,Year 5,28.5
Target G3,Scenario 3,Labor costs percent increase,Individual farmer costs,Year 6,28.5
Target G3,Scenario 3,Labor costs percent increase,Individual farmer costs,Year 7,28.5
Target G3,Scenario 3,Labor costs percent increase,Individual farmer costs,Year 8,28.5
Target G3,Scenario 3,Labor costs percent increase,Individual farmer costs,Year 9,28.5
Target G3,Scenario 3,Labor costs percent increase,Individual farmer costs,Year 10,28.5
Target G3,Scenario 3,Input costs percent increase,Individual farmer costs,BAU,0
Target G3,Scenario 3,Input costs percent increase,Individual farmer costs,Year 1,11.7
Target G3,Scenario 3,Input costs percent increase,Individual farmer costs,Year 2,11.7
Target G3,Scenario 3,Input costs percent increase,Individual farmer costs,Year 3,11.7
Target G3,Scenario 3,Input costs percent increase,Individual farmer costs,Year 4,11.7
Target G3,Scenario 3,Input costs percent increase,Individual farmer costs,Year 5,11.7
Target G3,Scenario 3,Input costs percent increase,Individual farmer costs,Year 6,11.7
Target G3,Scenario 3,Input costs percent increase,Individual farmer costs,Year 7,11.7
Target G3,Scenario 3,Input costs percent increase,Individual farmer costs,Year 8,11.7
Target G3,Scenario 3,Input costs percent increase,Individual farmer costs,Year 9,11.7
Target G3,Scenario 3,Input costs percent increase,Individual farmer costs,Year 10,11.7
Target G3,Scenario 3,total individual costs to farmer percent increase,Individual farmer costs,BAU,0
Target G3,Scenario 3,total individual costs to farmer percent increase,Individual farmer costs,Year 1,14.6
Target G3,Scenario 3,total individual costs to farmer percent increase,Individual farmer costs,Year 2,14.6
Target G3,Scenario 3,total individual costs to farmer percent increase,Individual farmer costs,Year 3,17.1
Target G3,Scenario 3,total individual costs to farmer percent increase,Individual farmer costs,Year 4,17.1
Target G3,Scenario 3,total individual costs to farmer percent increase,Individual farmer costs,Year 5,17.1
Target G3,Scenario 3,total individual costs to farmer percent increase,Individual farmer costs,Year 6,17.1
Target G3,Scenario 3,total individual costs to farmer percent increase,Individual farmer costs,Year 7,17.1
Target G3,Scenario 3,total individual costs to farmer percent increase,Individual farmer costs,Year 8,17.1
Target G3,Scenario 3,total individual costs to farmer percent increase,Individual farmer costs,Year 9,17.1
Target G3,Scenario 3,total individual costs to farmer percent increase,Individual farmer costs,Year 10,17.1
Target G3,Average (Scen2 & Scen3),Labor costs percent increase,Individual farmer costs,BAU,0
Target G3,Average (Scen2 & Scen3),Labor costs percent increase,Individual farmer costs,Year 1,19
Target G3,Average (Scen2 & Scen3),Labor costs percent increase,Individual farmer costs,Year 2,21.7
Target G3,Average (Scen2 & Scen3),Labor costs percent increase,Individual farmer costs,Year 3,26.9
Target G3,Average (Scen2 & Scen3),Labor costs percent increase,Individual farmer costs,Year 4,27.7
Target G3,Average (Scen2 & Scen3),Labor costs percent increase,Individual farmer costs,Year 5,26.9
Target G3,Average (Scen2 & Scen3),Labor costs percent increase,Individual farmer costs,Year 6,26.9
Target G3,Average (Scen2 & Scen3),Labor costs percent increase,Individual farmer costs,Year 7,28.6
Target G3,Average (Scen2 & Scen3),Labor costs percent increase,Individual farmer costs,Year 8,26.9
Target G3,Average (Scen2 & Scen3),Labor costs percent increase,Individual farmer costs,Year 9,26.9
Target G3,Average (Scen2 & Scen3),Labor costs percent increase,Individual farmer costs,Year 10,26.9
Target G3,Average (Scen2 & Scen3),Input costs percent increase,Individual farmer costs,BAU,0
Target G3,Average (Scen2 & Scen3),Input costs percent increase,Individual farmer costs,Year 1,8.8
Target G3,Average (Scen2 & Scen3),Input costs percent increase,Individual farmer costs,Year 2,8.8
Target G3,Average (Scen2 & Scen3),Input costs percent increase,Individual farmer costs,Year 3,8.8
Target G3,Average (Scen2 & Scen3),Input costs percent increase,Individual farmer costs,Year 4,8.8
Target G3,Average (Scen2 & Scen3),Input costs percent increase,Individual farmer costs,Year 5,8.8
Target G3,Average (Scen2 & Scen3),Input costs percent increase,Individual farmer costs,Year 6,8.8
Target G3,Average (Scen2 & Scen3),Input costs percent increase,Individual farmer costs,Year 7,8.8
