Targets,Scenarios,Type of investment,Investment category,Year,Amount
Target 3,Average (Scen2 & Scen3),Incremental labor costs,Individual farmer costs,Year 10,324.32
Target 3,Average (Scen2 & Scen3),Incremental labor costs,Individual farmer costs,Year 20,324.32
Target 3,Average (Scen2 & Scen3),Incremental labor costs,Individual farmer costs,Year 30,324.32
Target 3,Average (Scen2 & Scen3),Incremental input costs,Individual farmer costs,BAU,0
Target 3,Average (Scen2 & Scen3),Incremental input costs,Individual farmer costs,Year 1,324.32
Target 3,Average (Scen2 & Scen3),Incremental input costs,Individual farmer costs,Year 2,324.32
Target 3,Average (Scen2 & Scen3),Incremental input costs,Individual farmer costs,Year 3,324.32
Target 3,Average (Scen2 & Scen3),Incremental input costs,Individual farmer costs,Year 4,324.32
Target 3,Average (Scen2 & Scen3),Incremental input costs,Individual farmer costs,Year 5,324.32
Target 3,Average (Scen2 & Scen3),Incremental input costs,Individual farmer costs,Year 6,324.32
Target 3,Average (Scen2 & Scen3),Incremental input costs,Individual farmer costs,Year 7,324.32
Target 3,Average (Scen2 & Scen3),Incremental input costs,Individual farmer costs,Year 8,324.32
Target 3,Average (Scen2 & Scen3),Incremental input costs,Individual farmer costs,Year 9,324.32
Target 3,Average (Scen2 & Scen3),Incremental input costs,Individual farmer costs,Year 10,324.32
Target 3,Average (Scen2 & Scen3),Incremental input costs,Individual farmer costs,Year 20,324.32
Target 3,Average (Scen2 & Scen3),Incremental input costs,Individual farmer costs,Year 30,324.32
Target 3,Average (Scen2 & Scen3),Incremental total individual costs to farmer,Individual farmer costs,BAU,0
Target 3,Average (Scen2 & Scen3),Incremental total individual costs to farmer,Individual farmer costs,Year 1,648.65
Target 3,Average (Scen2 & Scen3),Incremental total individual costs to farmer,Individual farmer costs,Year 2,648.65
Target 3,Average (Scen2 & Scen3),Incremental total individual costs to farmer,Individual farmer costs,Year 3,648.65
Target 3,Average (Scen2 & Scen3),Incremental total individual costs to farmer,Individual farmer costs,Year 4,648.65
Target 3,Average (Scen2 & Scen3),Incremental total individual costs to farmer,Individual farmer costs,Year 5,648.65
Target 3,Average (Scen2 & Scen3),Incremental total individual costs to farmer,Individual farmer costs,Year 6,648.65
Target 3,Average (Scen2 & Scen3),Incremental total individual costs to farmer,Individual farmer costs,Year 7,648.65
Target 3,Average (Scen2 & Scen3),Incremental total individual costs to farmer,Individual farmer costs,Year 8,648.65
Target 3,Average (Scen2 & Scen3),Incremental total individual costs to farmer,Individual farmer costs,Year 9,648.65
Target 3,Average (Scen2 & Scen3),Incremental total individual costs to farmer,Individual farmer costs,Year 10,648.65
Target 3,Average (Scen2 & Scen3),Incremental total individual costs to farmer,Individual farmer costs,Year 20,648.65
Target 3,Average (Scen2 & Scen3),Incremental total individual costs to farmer,Individual farmer costs,Year 30,648.65
Target 3,Scenario 2,Labor costs percent increase,Individual farmer costs,BAU,0
Target 3,Scenario 2,Labor costs percent increase,Individual farmer costs,Year 1,600
Target 3,Scenario 2,Labor costs percent increase,Individual farmer costs,Year 2,600
Target 3,Scenario 2,Labor costs percent increase,Individual farmer costs,Year 3,600
Target 3,Scenario 2,Labor costs percent increase,Individual farmer costs,Year 4,600
Target 3,Scenario 2,Labor costs percent increase,Individual farmer costs,Year 5,600
Target 3,Scenario 2,Labor costs percent increase,Individual farmer costs,Year 6,600
Target 3,Scenario 2,Labor costs percent increase,Individual farmer costs,Year 7,600
Target 3,Scenario 2,Labor costs percent increase,Individual farmer costs,Year 8,600
Target 3,Scenario 2,Labor costs percent increase,Individual farmer costs,Year 9,600
Target 3,Scenario 2,Labor costs percent increase,Individual farmer costs,Year 10,600
Target 3,Scenario 2,Labor costs percent increase,Individual farmer costs,Year 20,600
Target 3,Scenario 2,Labor costs percent increase,Individual farmer costs,Year 30,600
Target 3,Scenario 2,Input costs percent increase,Individual farmer costs,BAU,0
Target 3,Scenario 2,Input costs percent increase,Individual farmer costs,Year 1,0
Target 3,Scenario 2,Input costs percent increase,Individual farmer costs,Year 2,0
Target 3,Scenario 2,Input costs percent increase,Individual farmer costs,Year 3,0
Target 3,Scenario 2,Input costs percent increase,Individual farmer costs,Year 4,0
Target 3,Scenario 2,Input costs percent increase,Individual farmer costs,Year 5,0
Target 3,Scenario 2,Input costs percent increase,Individual farmer costs,Year 6,0
Target 3,Scenario 2,Input costs percent increase,Individual farmer costs,Year 7,0
Target 3,Scenario 2,Input costs percent increase,Individual farmer costs,Year 8,0
Target 3,Scenario 2,Input costs percent increase,Individual farmer costs,Year 9,0
Target 3,Scenario 2,Input costs percent increase,Individual farmer costs,Year 10,0
Target 3,Scenario 2,Input costs percent increase,Individual farmer costs,Year 20,0
Target 3,Scenario 2,Input costs percent increase,Individual farmer costs,Year 30,0
Target 3,Scenario 2,Total individual costs to farmer percent increase,Individual farmer costs,BAU,0
Target 3,Scenario 2,Total individual costs to farmer percent increase,Individual farmer costs,Year 1,1200
Target 3,Scenario 2,Total individual costs to farmer percent increase,Individual farmer costs,Year 2,1200
Target 3,Scenario 2,Total individual costs to farmer percent increase,Individual farmer costs,Year 3,1200
Target 3,Scenario 2,Total individual costs to farmer percent increase,Individual farmer costs,Year 4,1200
Target 3,Scenario 2,Total individual costs to farmer percent increase,Individual farmer costs,Year 5,1200
Target 3,Scenario 2,Total individual costs to farmer percent increase,Individual farmer costs,Year 6,1200
Target 3,Scenario 2,Total individual costs to farmer percent increase,Individual farmer costs,Year 7,1200
Target 3,Scenario 2,Total individual costs to farmer percent increase,Individual farmer costs,Year 8,1200
Target 3,Scenario 2,Total individual costs to farmer percent increase,Individual farmer costs,Year 9,1200
Target 3,Scenario 2,Total individual costs to farmer percent increase,Individual farmer costs,Year 10,1200
Target 3,Scenario 2,Total individual costs to farmer percent increase,Individual farmer costs,Year 20,1200
Target 3,Scenario 2,Total individual costs to farmer percent increase,Individual farmer costs,Year 30,1200
Target 3,Scenario 3,Labor costs percent increase,Individual farmer costs,BAU,0
Target 3,Scenario 3,Labor costs percent increase,Individual farmer costs,Year 1,600
Target 3,Scenario 3,Labor costs percent increase,Individual farmer costs,Year 2,600
Target 3,Scenario 3,Labor costs percent increase,Individual farmer costs,Year 3,600
Target 3,Scenario 3,Labor costs percent increase,Individual farmer costs,Year 4,600
Target 3,Scenario 3,Labor costs percent increase,Individual farmer costs,Year 5,600
Target 3,Scenario 3,Labor costs percent increase,Individual farmer costs,Year 6,600
Target 3,Scenario 3,Labor costs percent increase,Individual farmer costs,Year 7,600
Target 3,Scenario 3,Labor costs percent increase,Individual farmer costs,Year 8,600
Target 3,Scenario 3,Labor costs percent increase,Individual farmer costs,Year 9,600
Target 3,Scenario 3,Labor costs percent increase,Individual farmer costs,Year 10,600
Target 3,Scenario 3,Labor costs percent increase,Individual farmer costs,Year 20,600
Target 3,Scenario 3,Labor costs percent increase,Individual farmer costs,Year 30,600
Target 3,Scenario 3,Input costs percent increase,Individual farmer costs,BAU,0
Target 3,Scenario 3,Input costs percent increase,Individual farmer costs,Year 1,0
Target 3,Scenario 3,Input costs percent increase,Individual farmer costs,Year 2,0
Target 3,Scenario 3,Input costs percent increase,Individual farmer costs,Year 3,0
Target 3,Scenario 3,Input costs percent increase,Individual farmer costs,Year 4,0
Target 3,Scenario 3,Input costs percent increase,Individual farmer costs,Year 5,0
Target 3,Scenario 3,Input costs percent increase,Individual farmer costs,Year 6,0
Target 3,Scenario 3,Input costs percent increase,Individual farmer costs,Year 7,0
Target 3,Scenario 3,Input costs percent increase,Individual farmer costs,Year 8,0
Target 3,Scenario 3,Input costs percent increase,Individual farmer costs,Year 9,0
Target 3,Scenario 3,Input costs percent increase,Individual farmer costs,Year 10,0
Target 3,Scenario 3,Input costs percent increase,Individual farmer costs,Year 20,0
Target 3,Scenario 3,Input costs percent increase,Individual farmer costs,Year 30,0
Target 3,Scenario 3,Total individual costs to farmer percent increase,Individual farmer costs,BAU,0
Target 3,Scenario 3,Total individual costs to farmer percent increase,Individual farmer costs,Year 1,1200
Target 3,Scenario 3,Total individual costs to farmer percent increase,Individual farmer costs,Year 2,1200
Target 3,Scenario 3,Total individual costs to farmer percent increase,Individual farmer costs,Year 3,1200
Target 3,Scenario 3,Total individual costs to farmer percent increase,Individual farmer costs,Year 4,1200
Target 3,Scenario 3,Total individual costs to farmer percent increase,Individual farmer costs,Year 5,1200
Target 3,Scenario 3,Total individual costs to farmer percent increase,Individual farmer costs,Year 6,1200
Target 3,Scenario 3,Total individual costs to farmer percent increase,Individual farmer costs,Year 7,1200
Target 3,Scenario 3,Total individual costs to farmer percent increase,Individual farmer costs,Year 8,1200
Target 3,Scenario 3,Total individual costs to farmer percent increase,Individual farmer costs,Year 9,1200
Target 3,Scenario 3,Total individual costs to farmer percent increase,Individual farmer costs,Year 10,1200
Target 3,Scenario 3,Total individual costs to farmer percent increase,Individual farmer costs,Year 20,1200
Target 3,Scenario 3,Total individual costs to farmer percent increase,Individual farmer costs,Year 30,1200
Target 3,Average (Scen2 & Scen3),Labor costs percent increase,Individual farmer costs,BAU,0
Target 3,Average (Scen2 & Scen3),Labor costs percent increase,Individual farmer costs,Year 1,600
Target 3,Average (Scen2 & Scen3),Labor costs percent increase,Individual farmer costs,Year 2,600
Target 3,Average (Scen2 & Scen3),Labor costs percent increase,Individual farmer costs,Year 3,600
Target 3,Average (Scen2 & Scen3),Labor costs percent increase,Individual farmer costs,Year 4,600
Target 3,Average (Scen2 & Scen3),Labor costs percent increase,Individual farmer costs,Year 5,600
Target 3,Average (Scen2 & Scen3),Labor costs percent increase,Individual farmer costs,Year 6,600
Target 3,Average (Scen2 & Scen3),Labor costs percent increase,Individual farmer costs,Year 7,600
Target 3,Average (Scen2 & Scen3),Labor costs percent increase,Individual farmer costs,Year 8,600
Target 3,Average (Scen2 & Scen3),Labor costs percent increase,Individual farmer costs,Year 9,600
Target 3,Average (Scen2 & Scen3),Labor costs percent increase,Individual farmer costs,Year 10,600
Target 3,Average (Scen2 & Scen3),Labor costs percent increase,Individual farmer costs,Year 20,600
Target 3,Average (Scen2 & Scen3),Labor costs percent increase,Individual farmer costs,Year 30,600
Target 3,Average (Scen2 & Scen3),Input costs percent increase,Individual farmer costs,BAU,0
Target 3,Average (Scen2 & Scen3),Input costs percent increase,Individual farmer costs,Year 1,0
Target 3,Average (Scen2 & Scen3),Input costs percent increase,Individual farmer costs,Year 2,0
Target 3,Average (Scen2 & Scen3),Input costs percent increase,Individual farmer costs,Year 3,0
Target 3,Average (Scen2 & Scen3),Input costs percent increase,Individual farmer costs,Year 4,0
Target 3,Average (Scen2 & Scen3),Input costs percent increase,Individual farmer costs,Year 5,0
Target 3,Average (Scen2 & Scen3),Input costs percent increase,Individual farmer costs,Year 6,0
Target 3,Average (Scen2 & Scen3),Input costs percent increase,Individual farmer costs,Year 7,0
Target 3,Average (Scen2 & Scen3),Input costs percent increase,Individual farmer costs,Year 8,0
Target 3,Average (Scen2 & Scen3),Input costs percent increase,Individual farmer costs,Year 9,0
Target 3,Average (Scen2 & Scen3),Input costs percent increase,Individual farmer costs,Year 10,0
Target 3,Average (Scen2 & Scen3),Input costs percent increase,Individual farmer costs,Year 20,0
Target 3,Average (Scen2 & Scen3),Input costs percent increase,Individual farmer costs,Year 30,0
Target 3,Average (Scen2 & Scen3),Total individual costs to farmer percent increase,Individual farmer costs,BAU,0
Target 3,Average (Scen2 & Scen3),Total individual costs to farmer percent increase,Individual farmer costs,Year 1,1200
Target 3,Average (Scen2 & Scen3),Total individual costs to farmer percent increase,Individual farmer costs,Year 2,1200
Target 3,Average (Scen2 & Scen3),Total individual costs to farmer percent increase,Individual farmer costs,Year 3,1200
Target 3,Average (Scen2 & Scen3),Total individual costs to farmer percent increase,Individual farmer costs,Year 4,1200
Target 3,Average (Scen2 & Scen3),Total individual costs to farmer percent increase,Individual farmer costs,Year 5,1200
Target 3,Average (Scen2 & Scen3),Total individual costs to farmer percent increase,Individual farmer costs,Year 6,1200
Target 3,Average (Scen2 & Scen3),Total individual costs to farmer percent increase,Individual farmer costs,Year 7,1200
Target 3,Average (Scen2 & Scen3),Total individual costs to farmer percent increase,Individual farmer costs,Year 8,1200
Target 3,Average (Scen2 & Scen3),Total individual costs to farmer percent increase,Individual farmer costs,Year 9,1200
Target 3,Average (Scen2 & Scen3),Total individual costs to farmer percent increase,Individual farmer costs,Year 10,1200
Target 3,Average (Scen2 & Scen3),Total individual costs to farmer percent increase,Individual farmer costs,Year 20,1200
Target 3,Average (Scen2 & Scen3),Total individual costs to farmer percent increase,Individual farmer costs,Year 30,1200
Target 3,BAU,Gross value of annual crops of USD,Individual farmer costs,BAU,0
Target 3,BAU,Gross value of annual crops of USD,Individual farmer costs,Year 1,0
Target 3,BAU,Gross value of annual crops of USD,Individual farmer costs,Year 2,0
Target 3,BAU,Gross value of annual crops of USD,Individual farmer costs,Year 3,0
Target 3,BAU,Gross value of annual crops of USD,Individual farmer costs,Year 4,0
Target 3,BAU,Gross value of annual crops of USD,Individual farmer costs,Year 5,0
Target 3,BAU,Gross value of annual crops of USD,Individual farmer costs,Year 6,0
Target 3,BAU,Gross value of annual crops of USD,Individual farmer costs,Year 7,0
Target 3,BAU,Gross value of annual crops of USD,Individual farmer costs,Year 8,0
Target 3,BAU,Gross value of annual crops of USD,Individual farmer costs,Year 9,0
Target 3,BAU,Gross value of annual crops of USD,Individual farmer costs,Year 10,0
Target 3,BAU,Gross value of annual crops of USD,Individual farmer costs,Year 20,0
Target 3,BAU,Gross value of annual crops of USD,Individual farmer costs,Year 30,0
Target 3,BAU,Gross value of perrenial crops of USD,Individual farmer costs,BAU,0
Target 3,BAU,Gross value of perrenial crops of USD,Individual farmer costs,Year 1,0
Target 3,BAU,Gross value of perrenial crops of USD,Individual farmer costs,Year 2,0
Target 3,BAU,Gross value of perrenial crops of USD,Individual farmer costs,Year 3,0
Target 3,BAU,Gross value of perrenial crops of USD,Individual farmer costs,Year 4,0
Target 3,BAU,Gross value of perrenial crops of USD,Individual farmer costs,Year 5,0
Target 3,BAU,Gross value of perrenial crops of USD,Individual farmer costs,Year 6,0
Target 3,BAU,Gross value of perrenial crops of USD,Individual farmer costs,Year 7,0
Target 3,BAU,Gross value of perrenial crops of USD,Individual farmer costs,Year 8,0
Target 3,BAU,Gross value of perrenial crops of USD,Individual farmer costs,Year 9,0
Target 3,BAU,Gross value of perrenial crops of USD,Individual farmer costs,Year 10,0
Target 3,BAU,Gross value of perrenial crops of USD,Individual farmer costs,Year 20,0
Target 3,BAU,Gross value of perrenial crops of USD,Individual farmer costs,Year 30,0
Target 3,BAU,Gross value of tree species USD,Individual farmer costs,BAU,0
Target 3,BAU,Gross value of tree species USD,Individual farmer costs,Year 1,400
Target 3,BAU,Gross value of tree species USD,Individual farmer costs,Year 2,400
Target 3,BAU,Gross value of tree species USD,Individual farmer costs,Year 3,400
Target 3,BAU,Gross value of tree species USD,Individual farmer costs,Year 4,400
Target 3,BAU,Gross value of tree species USD,Individual farmer costs,Year 5,400
Target 3,BAU,Gross value of tree species USD,Individual farmer costs,Year 6,400
Target 3,BAU,Gross value of tree species USD,Individual farmer costs,Year 7,400
Target 3,BAU,Gross value of tree species USD,Individual farmer costs,Year 8,400
Target 3,BAU,Gross value of tree species USD,Individual farmer costs,Year 9,400
Target 3,BAU,Gross value of tree species USD,Individual farmer costs,Year 10,400
Target 3,BAU,Gross value of tree species USD,Individual farmer costs,Year 20,400
Target 3,BAU,Gross value of tree species USD,Individual farmer costs,Year 30,400
Target 3,BAU,Gross value,Individual farmer costs,BAU,0
Target 3,BAU,Gross value,Individual farmer costs,Year 1,400
Target 3,BAU,Gross value,Individual farmer costs,Year 2,400
Target 3,BAU,Gross value,Individual farmer costs,Year 3,400
Target 3,BAU,Gross value,Individual farmer costs,Year 4,400
Target 3,BAU,Gross value,Individual farmer costs,Year 5,400
Target 3,BAU,Gross value,Individual farmer costs,Year 6,400
Target 3,BAU,Gross value,Individual farmer costs,Year 7,400
Target 3,BAU,Gross value,Individual farmer costs,Year 8,400
Target 3,BAU,Gross value,Individual farmer costs,Year 9,400
Target 3,BAU,Gross value,Individual farmer costs,Year 10,400
Target 3,BAU,Gross value,Individual farmer costs,Year 20,400
Target 3,BAU,Gross value,Individual farmer costs,Year 30,400
Target 3,Scenario 2,Gross value of annual crops of USD,Individual farmer costs,BAU,0
Target 3,Scenario 2,Gross value of annual crops of USD,Individual farmer costs,Year 1,0
Target 3,Scenario 2,Gross value of annual crops of USD,Individual farmer costs,Year 2,0
Target 3,Scenario 2,Gross value of annual crops of USD,Individual farmer costs,Year 3,0
Target 3,Scenario 2,Gross value of annual crops of USD,Individual farmer costs,Year 4,0
Target 3,Scenario 2,Gross value of annual crops of USD,Individual farmer costs,Year 5,0
Target 3,Scenario 2,Gross value of annual crops of USD,Individual farmer costs,Year 6,0
Target 3,Scenario 2,Gross value of annual crops of USD,Individual farmer costs,Year 7,0
Target 3,Scenario 2,Gross value of annual crops of USD,Individual farmer costs,Year 8,0
Target 3,Scenario 2,Gross value of annual crops of USD,Individual farmer costs,Year 9,0
Target 3,Scenario 2,Gross value of annual crops of USD,Individual farmer costs,Year 10,0
Target 3,Scenario 2,Gross value of annual crops of USD,Individual farmer costs,Year 20,0
Target 3,Scenario 2,Gross value of annual crops of USD,Individual farmer costs,Year 30,0
Target 3,Scenario 2,Gross value of perrenial crops of USD,Individual farmer costs,BAU,0
Target 3,Scenario 2,Gross value of perrenial crops of USD,Individual farmer costs,Year 1,0
Target 3,Scenario 2,Gross value of perrenial crops of USD,Individual farmer costs,Year 2,0
Target 3,Scenario 2,Gross value of perrenial crops of USD,Individual farmer costs,Year 3,0
Target 3,Scenario 2,Gross value of perrenial crops of USD,Individual farmer costs,Year 4,0
Target 3,Scenario 2,Gross value of perrenial crops of USD,Individual farmer costs,Year 5,0
Target 3,Scenario 2,Gross value of perrenial crops of USD,Individual farmer costs,Year 6,0
Target 3,Scenario 2,Gross value of perrenial crops of USD,Individual farmer costs,Year 7,0
Target 3,Scenario 2,Gross value of perrenial crops of USD,Individual farmer costs,Year 8,0
Target 3,Scenario 2,Gross value of perrenial crops of USD,Individual farmer costs,Year 9,0
Target 3,Scenario 2,Gross value of perrenial crops of USD,Individual farmer costs,Year 10,0
Target 3,Scenario 2,Gross value of perrenial crops of USD,Individual farmer costs,Year 20,0
Target 3,Scenario 2,Gross value of perrenial crops of USD,Individual farmer costs,Year 30,0
Target 3,Scenario 2,Gross value of tree species USD,Individual farmer costs,BAU,0
Target 3,Scenario 2,Gross value of tree species USD,Individual farmer costs,Year 1,0
Target 3,Scenario 2,Gross value of tree species USD,Individual farmer costs,Year 2,0
Target 3,Scenario 2,Gross value of tree species USD,Individual farmer costs,Year 3,0
Target 3,Scenario 2,Gross value of tree species USD,Individual farmer costs,Year 4,0
Target 3,Scenario 2,Gross value of tree species USD,Individual farmer costs,Year 5,0
Target 3,Scenario 2,Gross value of tree species USD,Individual farmer costs,Year 6,0
Target 3,Scenario 2,Gross value of tree species USD,Individual farmer costs,Year 7,0
Target 3,Scenario 2,Gross value of tree species USD,Individual farmer costs,Year 8,0
Target 3,Scenario 2,Gross value of tree species USD,Individual farmer costs,Year 9,0
Target 3,Scenario 2,Gross value of tree species USD,Individual farmer costs,Year 10,46266.67
Target 3,Scenario 2,Gross value of tree species USD,Individual farmer costs,Year 20,46266.67
Target 3,Scenario 2,Gross value of tree species USD,Individual farmer costs,Year 30,46266.67
Target 3,Scenario 2,Gross value,Individual farmer costs,BAU,0
Target 3,Scenario 2,Gross value,Individual farmer costs,Year 1,0
Target 3,Scenario 2,Gross value,Individual farmer costs,Year 2,0
Target 3,Scenario 2,Gross value,Individual farmer costs,Year 3,0
Target 3,Scenario 2,Gross value,Individual farmer costs,Year 4,0
Target 3,Scenario 2,Gross value,Individual farmer costs,Year 5,0
Target 3,Scenario 2,Gross value,Individual farmer costs,Year 6,0
Target 3,Scenario 2,Gross value,Individual farmer costs,Year 7,0
Target 3,Scenario 2,Gross value,Individual farmer costs,Year 8,0
Target 3,Scenario 2,Gross value,Individual farmer costs,Year 9,0
Target 3,Scenario 2,Gross value,Individual farmer costs,Year 10,46266.67
Target 3,Scenario 2,Gross value,Individual farmer costs,Year 20,46266.67
Target 3,Scenario 2,Gross value,Individual farmer costs,Year 30,46266.67
Target 3,Scenario 3,Gross value of annual crops of USD,Individual farmer costs,BAU,0
Target 3,Scenario 3,Gross value of annual crops of USD,Individual farmer costs,Year 1,0
Target 3,Scenario 3,Gross value of annual crops of USD,Individual farmer costs,Year 2,0
Target 3,Scenario 3,Gross value of annual crops of USD,Individual farmer costs,Year 3,0
Target 3,Scenario 3,Gross value of annual crops of USD,Individual farmer costs,Year 4,0
Target 3,Scenario 3,Gross value of annual crops of USD,Individual farmer costs,Year 5,0
Target 3,Scenario 3,Gross value of annual crops of USD,Individual farmer costs,Year 6,0
Target 3,Scenario 3,Gross value of annual crops of USD,Individual farmer costs,Year 7,0
Target 3,Scenario 3,Gross value of annual crops of USD,Individual farmer costs,Year 8,0
Target 3,Scenario 3,Gross value of annual crops of USD,Individual farmer costs,Year 9,0
Target 3,Scenario 3,Gross value of annual crops of USD,Individual farmer costs,Year 10,0
Target 3,Scenario 3,Gross value of annual crops of USD,Individual farmer costs,Year 20,0
Target 3,Scenario 3,Gross value of annual crops of USD,Individual farmer costs,Year 30,0
Target 3,Scenario 3,Gross value of perrenial crops of USD,Individual farmer costs,BAU,0
Target 3,Scenario 3,Gross value of perrenial crops of USD,Individual farmer costs,Year 1,0
Target 3,Scenario 3,Gross value of perrenial crops of USD,Individual farmer costs,Year 2,0
Target 3,Scenario 3,Gross value of perrenial crops of USD,Individual farmer costs,Year 3,0
Target 3,Scenario 3,Gross value of perrenial crops of USD,Individual farmer costs,Year 4,0
Target 3,Scenario 3,Gross value of perrenial crops of USD,Individual farmer costs,Year 5,0
Target 3,Scenario 3,Gross value of perrenial crops of USD,Individual farmer costs,Year 6,0
Target 3,Scenario 3,Gross value of perrenial crops of USD,Individual farmer costs,Year 7,0
Target 3,Scenario 3,Gross value of perrenial crops of USD,Individual farmer costs,Year 8,0
Target 3,Scenario 3,Gross value of perrenial crops of USD,Individual farmer costs,Year 9,0
Target 3,Scenario 3,Gross value of perrenial crops of USD,Individual farmer costs,Year 10,0
Target 3,Scenario 3,Gross value of perrenial crops of USD,Individual farmer costs,Year 20,0
Target 3,Scenario 3,Gross value of perrenial crops of USD,Individual farmer costs,Year 30,0
Target 3,Scenario 3,Gross value of tree species USD,Individual farmer costs,BAU,0
Target 3,Scenario 3,Gross value of tree species USD,Individual farmer costs,Year 1,0
Target 3,Scenario 3,Gross value of tree species USD,Individual farmer costs,Year 2,0
Target 3,Scenario 3,Gross value of tree species USD,Individual farmer costs,Year 3,0
Target 3,Scenario 3,Gross value of tree species USD,Individual farmer costs,Year 4,0
Target 3,Scenario 3,Gross value of tree species USD,Individual farmer costs,Year 5,0
Target 3,Scenario 3,Gross value of tree species USD,Individual farmer costs,Year 6,0
Target 3,Scenario 3,Gross value of tree species USD,Individual farmer costs,Year 7,0
Target 3,Scenario 3,Gross value of tree species USD,Individual farmer costs,Year 8,0
Target 3,Scenario 3,Gross value of tree species USD,Individual farmer costs,Year 9,0
Target 3,Scenario 3,Gross value of tree species USD,Individual farmer costs,Year 10,37333
Target 3,Scenario 3,Gross value of tree species USD,Individual farmer costs,Year 20,37333
Target 3,Scenario 3,Gross value of tree species USD,Individual farmer costs,Year 30,37333
Target 3,Scenario 3,Gross value,Individual farmer costs,BAU,0
Target 3,Scenario 3,Gross value,Individual farmer costs,Year 1,0
Target 3,Scenario 3,Gross value,Individual farmer costs,Year 2,0
Target 3,Scenario 3,Gross value,Individual farmer costs,Year 3,0
Target 3,Scenario 3,Gross value,Individual farmer costs,Year 4,0
Target 3,Scenario 3,Gross value,Individual farmer costs,Year 5,0
Target 3,Scenario 3,Gross value,Individual farmer costs,Year 6,0
Target 3,Scenario 3,Gross value,Individual farmer costs,Year 7,0
Target 3,Scenario 3,Gross value,Individual farmer costs,Year 8,0
Target 3,Scenario 3,Gross value,Individual farmer costs,Year 9,0
Target 3,Scenario 3,Gross value,Individual farmer costs,Year 10,37333
Target 3,Scenario 3,Gross value,Individual farmer costs,Year 20,37333
Target 3,Scenario 3,Gross value,Individual farmer costs,Year 30,37333
Target 3,BAU,Net values to farmers in USD/Ha,Individual farmer costs,BAU,0
Target 3,BAU,Net values to farmers in USD/Ha,Individual farmer costs,Year 1,345.95
Target 3,BAU,Net values to farmers in USD/Ha,Individual farmer costs,Year 2,345.95
Target 3,BAU,Net values to farmers in USD/Ha,Individual farmer costs,Year 3,345.95
Target 3,BAU,Net values to farmers in USD/Ha,Individual farmer costs,Year 4,345.95
Target 3,BAU,Net values to farmers in USD/Ha,Individual farmer costs,Year 5,345.95
Target 3,BAU,Net values to farmers in USD/Ha,Individual farmer costs,Year 6,345.95
Target 3,BAU,Net values to farmers in USD/Ha,Individual farmer costs,Year 7,345.95
Target 3,BAU,Net values to farmers in USD/Ha,Individual farmer costs,Year 8,345.95
Target 3,BAU,Net values to farmers in USD/Ha,Individual farmer costs,Year 9,345.95
Target 3,BAU,Net values to farmers in USD/Ha,Individual farmer costs,Year 10,345.95
Target 3,BAU,Net values to farmers in USD/Ha,Individual farmer costs,Year 20,345.95
Target 3,BAU,Net values to farmers in USD/Ha,Individual farmer costs,Year 30,345.95
Target 3,BAU,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,BAU,0
Target 3,BAU,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 1,345.95
Target 3,BAU,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 2,314.5
Target 3,BAU,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 3,285.91
Target 3,BAU,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 4,259.91
Target 3,BAU,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 5,236.29
Target 3,BAU,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 6,214.81
Target 3,BAU,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 7,195.28
Target 3,BAU,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 8,177.52
Target 3,BAU,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 9,161.39
Target 3,BAU,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 10,146.71
Target 3,BAU,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 20,56.56
Target 3,BAU,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 30,21.81
Target 3,BAU,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,BAU,0
Target 3,BAU,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 1,0.2
Target 3,BAU,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 2,0.18
Target 3,BAU,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 3,0.16
Target 3,BAU,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 4,0.15
Target 3,BAU,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 5,0.13
Target 3,BAU,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 6,0.12
Target 3,BAU,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 7,0.11
Target 3,BAU,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 8,0.1
Target 3,BAU,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 9,0.09
Target 3,BAU,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 10,0.08
